type,phone,F1_25,F2_25,F3_25,B1_25,B2_25,B3_25,F1_75,F2_75,F3_75,B1_75,B2_75,B3_75
matrix,a0,0.0340048629,-0.0177914628,0.0006714559,-20.2993431656,7.8007154138,1.6140415644,0.0201718776,0.0150921061,-0.0032992083,28.7182564398,-10.8091058381,1.7503983419
matrix,a0,-0.0285784286,0.0186895955,-0.0045160934,1.4538492195,-7.6579723741,0.0297014554,-0.0214362033,-0.0153677045,0.015727648,-10.8091058381,29.1976475698,-0.4383436662
matrix,a0,-0.0161647973,0.019425709,-0.0005689526,0.3009934049,0.7174386548,-11.7704066142,0.0137350591,-0.0192862924,0.0014968343,1.7503983419,-0.4383436662,16.7117786492
matrix,a1,0.0001887255,-0.0000098,-0.00000676,0.0036689411,0.0020628696,-0.0056446945,-0.0001160804,-0.0000032,-0.000000475,-0.0056333879,0.0001373037,0.0014439269
matrix,a1,-0.0000098,0.000058,0.00000643,0.0078690701,-0.0077431727,-0.0030651105,0.0000016,-0.0000394,-0.00000581,-0.0065691091,0.0011327402,-0.0000694
matrix,a1,-0.00000676,0.00000643,0.0000238,-0.0003809105,0.0046353984,0.0013211404,-0.000000434,-0.00000683,-0.0000187,-0.0012549805,-0.0027403525,-0.0017126675
matrix,a1,0.0036689411,0.0078690701,-0.0003809105,22.2657042878,-2.3095924357,-2.2470782733,-0.0033189643,-0.0074249226,-0.0011911439,-12.7795687402,1.6935457371,0.7612347729
matrix,a1,0.0020628696,-0.0077431727,0.0046353984,-2.3095924357,21.8078639853,-1.430480054,-0.0005255911,-0.0001249363,-0.0019580871,1.3440468337,-6.7589276003,0.549222231
matrix,a1,-0.0056446945,-0.0030651105,0.0013211404,-2.2470782733,-1.430480054,17.8277327971,0.0008154812,0.0014925018,-0.0000869,0.9729467304,0.2857886306,-8.1060734807
matrix,a1,-0.0001160804,0.0000016,-0.000000434,-0.0033189643,-0.0005255911,0.0008154812,0.0001780112,-0.0000213,-0.00000718,0.0060437866,-0.0028557167,-0.0028822868
matrix,a1,-0.0000032,-0.0000394,-0.00000683,-0.0074249226,-0.0001249363,0.0014925018,-0.0000213,0.0000605,0.00000586,0.0102950711,-0.0030255024,0.00000152
matrix,a1,-0.000000475,-0.00000581,-0.0000187,-0.0011911439,-0.0019580871,-0.0000869,-0.00000718,0.00000586,0.0000242,0.0004455178,0.0043879955,0.0012180583
matrix,a1,-0.0056333879,-0.0065691091,-0.0012549805,-12.7795687402,1.3440468337,0.9729467304,0.0060437866,0.0102950711,0.0004455178,20.4033456675,-3.8823662317,-3.0470288086
matrix,a1,0.0001373037,0.0011327402,-0.0027403525,1.6935457371,-6.7589276003,0.2857886306,-0.0028557167,-0.0030255024,0.0043879955,-3.8823662317,21.2160376811,-1.3567593014
matrix,a1,0.0014439269,-0.0000694,-0.0017126675,0.7612347729,0.549222231,-8.1060734807,-0.0028822868,0.00000152,0.0012180583,-3.0470288086,-1.3567593014,17.8154475063
matrix,i0,0.0002639009,0.00000123,0.00000536,-0.010636292,0.0004813513,0.0007777305,-0.0001210732,-0.00000545,-0.00000957,-0.0009553133,-0.0147938562,-0.0002861889
matrix,i0,0.00000123,0.0000232,-0.00000887,0.0016602054,0.0026091154,-0.0052975903,0.00000132,-0.000013,0.00000286,-0.0014835941,-0.0030091671,0.0035179763
matrix,i0,0.00000536,-0.00000887,0.0000291,-0.002900015,0.0052762797,-0.0017323024,-0.000000846,0.0000045,-0.0000213,0.0025375779,-0.0045998827,-0.0007527987
matrix,i0,-0.010636292,0.0016602054,-0.002900015,21.5935674758,-2.774825699,-2.8264110045,0.0021079305,-0.0007513331,0.0028541912,-7.119433685,1.6582190778,0.2136313767
matrix,i0,0.0004813513,0.0026091154,0.0052762797,-2.774825699,14.0555616518,2.8001299828,-0.005682937,0.0010334474,-0.0074485507,1.6315444639,-7.1909194919,-0.9814613817
matrix,i0,0.0007777305,-0.0052975903,-0.0017323024,-2.8264110045,2.8001299828,20.1341948985,-0.0029906589,0.0033984996,0.0006811818,1.1784618656,-0.9519241572,-7.079708055
matrix,i0,-0.0001210732,0.00000132,-0.000000846,0.0021079305,-0.005682937,-0.0029906589,0.0001787119,-0.00000498,0.0000032,-0.0029854297,0.0076550417,0.003602875
matrix,i0,-0.00000545,-0.000013,0.0000045,-0.0007513331,0.0010334474,0.0033984996,-0.00000498,0.0000208,-0.0000103,0.0029474391,0.0037695638,-0.0033712756
matrix,i0,-0.00000957,0.00000286,-0.0000213,0.0028541912,-0.0074485507,0.0006811818,0.0000032,-0.0000103,0.0000332,-0.0030821098,0.0035335381,-0.0030887579
matrix,i0,-0.0009553133,-0.0014835941,0.0025375779,-7.119433685,1.6315444639,1.1784618656,-0.0029854297,0.0029474391,-0.0030821098,14.5528210963,-4.3353508728,-3.9543356865
matrix,i0,-0.0147938562,-0.0030091671,-0.0045998827,1.6582190778,-7.1909194919,-0.9519241572,0.0076550417,0.0037695638,0.0035335381,-4.3353508728,15.3198139762,4.0714580216
matrix,i0,-0.0002861889,0.0035179763,-0.0007527987,0.2136313767,-0.9814613817,-7.079708055,0.003602875,-0.0033712756,-0.0030887579,-3.9543356865,4.0714580216,21.2831047814
matrix,i1,0.0003377312,-0.0000000224,0.00000397,-0.0160336322,0.0027994764,0.0038171042,-0.0001912721,-0.00000586,-0.0000112,-0.0008502294,-0.0090591179,0.0030773653
matrix,i1,-0.0000000224,0.0000214,-0.00000842,0.0005559117,0.0024769095,-0.0056958179,-0.000000777,-0.0000113,0.00000325,-0.0014884581,-0.0019383679,0.0037025086
matrix,i1,0.00000397,-0.00000842,0.0000317,-0.0016940878,0.0050353399,-0.001529629,-0.00000341,0.0000045,-0.0000231,0.003587616,-0.0058092533,-0.0021014586
matrix,i1,-0.0160336322,0.0005559117,-0.0016940878,20.3657546949,-1.8564436921,-2.943301909,0.0051086989,0.0003904322,0.0020626556,-6.137385119,1.2306388639,0.1212773754
matrix,i1,0.0027994764,0.0024769095,0.0050353399,-1.8564436921,14.0083808362,3.262001047,-0.0130749744,0.0013453663,-0.007325516,1.8410128213,-7.0954668298,-1.0462541364
matrix,i1,0.0038171042,-0.0056958179,-0.001529629,-2.943301909,3.262001047,20.2338968393,-0.0051992797,0.0029331496,0.0007464038,0.7369896199,-1.2042414953,-5.9350070989
matrix,i1,-0.0001912721,-0.000000777,-0.00000341,0.0051086989,-0.0130749744,-0.0051992797,0.00029599,-0.0000053,0.00000285,-0.0081456061,0.0042651421,0.0056341382
matrix,i1,-0.00000586,-0.0000113,0.0000045,0.0003904322,0.0013453663,0.0029331496,-0.0000053,0.0000177,-0.00000876,0.0025165666,0.0032496485,-0.0050533383
matrix,i1,-0.0000112,0.00000325,-0.0000231,0.0020626556,-0.007325516,0.0007464038,0.00000285,-0.00000876,0.000032,-0.0034786734,0.0046450763,-0.0007157036
matrix,i1,-0.0008502294,-0.0014884581,0.003587616,-6.137385119,1.8410128213,0.7369896199,-0.0081456061,0.0025165666,-0.0034786734,17.1611075005,-3.4099366266,-3.5512408311
matrix,i1,-0.0090591179,-0.0019383679,-0.0058092533,1.2306388639,-7.0954668298,-1.2042414953,0.0042651421,0.0032496485,0.0046450763,-3.4099366266,13.9133965813,4.3764122944
matrix,i1,0.0030773653,0.0037025086,-0.0021014586,0.1212773754,-1.0462541364,-5.9350070989,0.0056341382,-0.0050533383,-0.0007157036,-3.5512408311,4.3764122944,19.6729754444
matrix,u0,0.0004283286,0.00000473,-0.0000328,-0.0036794517,-0.0178003114,-0.0101387319,-0.0001070677,0.00000412,0.00000842,-0.0096520032,0.0029000076,-0.0064965275
matrix,u0,0.00000473,0.0000201,-0.00000565,0.0039481035,0.0000508,-0.0067068282,0.0000227,-0.0000134,-0.0000016,-0.0067172412,-0.0040521398,0.0040950881
matrix,u0,-0.0000328,-0.00000565,0.0000217,-0.0033180354,0.0032468071,-0.0010432815,0.0000166,0.00000259,-0.0000141,0.0004495514,0.0006961758,-0.0014146926
matrix,u0,-0.0036794517,0.0039481035,-0.0033180354,25.8843789855,-7.1370062374,-3.7314882403,-0.025438014,-0.003702544,0.0056605005,-8.3703146822,6.0067655572,-1.0496147461
matrix,u0,-0.0178003114,0.0000508,0.0032468071,-7.1370062374,13.9852380931,-0.4106174329,0.0047776921,0.002234641,-0.004274999,3.0571315935,-7.0486042421,3.1581236731
matrix,u0,-0.0101387319,-0.0067068282,-0.0010432815,-3.7314882403,-0.4106174329,21.4286541997,-0.005854941,0.0021863586,0.0069088502,1.5751315325,1.2417811671,-4.7034429345
matrix,u0,-0.0001070677,0.0000227,0.0000166,-0.025438014,0.0047776921,-0.005854941,0.0002132507,-0.00000986,-0.0000329,-0.0102843559,-0.0006210966,0.0044310807
matrix,u0,0.00000412,-0.0000134,0.00000259,-0.003702544,0.002234641,0.0021863586,-0.00000986,0.0000213,-0.00000736,0.0042088797,-0.0010660917,-0.0041138952
matrix,u0,0.00000842,-0.0000016,-0.0000141,0.0056605005,-0.004274999,0.0069088502,-0.0000329,-0.00000736,0.0000297,0.0008486304,0.0047316786,-0.0012786967
matrix,u0,-0.0096520032,-0.0067172412,0.0004495514,-8.3703146822,3.0571315935,1.5751315325,-0.0102843559,0.0042088797,0.0008486304,24.7444167969,-6.9392491778,-5.6084543601
matrix,u0,0.0029000076,-0.0040521398,0.0006961758,6.0067655572,-7.0486042421,1.2417811671,-0.0006210966,-0.0010660917,0.0047316786,-6.9392491778,15.4804852038,-3.2800540879
matrix,u0,-0.0064965275,0.0040950881,-0.0014146926,-1.0496147461,3.1581236731,-4.7034429345,0.0044310807,-0.0041138952,-0.0012786967,-5.6084543601,-3.2800540879,18.7774468364
matrix,ul0,0.0008563063,-0.0000681,-0.000014,-0.0108402626,0.0024028888,0.001952107,-0.0005414016,0.0000688,-0.0000174,-0.0175001156,-0.0043333727,-0.0218830705
matrix,ul0,-0.0000681,0.0000527,0.00000212,0.0016809428,-0.0054590508,0.0015864466,0.0000388,-0.0000331,0.00000395,-0.0020049582,0.0016100888,0.0051240337
matrix,ul0,-0.000014,0.00000212,0.0000293,-0.0015119444,0.0057899037,-0.0001042182,-0.0000147,-0.000000924,-0.0000211,0.0011504835,-0.0026552393,-0.0035657206
matrix,ul0,-0.0108402626,0.0016809428,-0.0015119444,29.2726134978,-5.7862044735,-1.6544073276,0.0050022863,-0.0059280732,0.0017008198,-13.1227677742,4.4297126319,-1.9732429871
matrix,ul0,0.0024028888,-0.0054590508,0.0057899037,-5.7862044735,18.8738644375,-2.4847756276,-0.0079334367,-0.0041527015,-0.0029547062,3.1599882741,-6.5808396409,0.8602373653
matrix,ul0,0.001952107,0.0015864466,-0.0001042182,-1.6544073276,-2.4847756276,16.0905704247,-0.0058155339,-0.0014302939,-0.0017392759,2.0611070805,0.574302754,-8.0490646657
matrix,ul0,-0.0005414016,0.0000388,-0.0000147,0.0050022863,-0.0079334367,-0.0058155339,0.0007040635,-0.0001059865,0.00000169,0.0125162616,-0.0025112186,0.0055840287
matrix,ul0,0.0000688,-0.0000331,-0.000000924,-0.0059280732,-0.0041527015,-0.0014302939,-0.0001059865,0.0000774,-0.00000312,0.0000266,-0.0014466283,-0.0002291139
matrix,ul0,-0.0000174,0.00000395,-0.0000211,0.0017008198,-0.0029547062,-0.0017392759,0.00000169,-0.00000312,0.000028,0.0020604216,0.0048370783,0.0027713202
matrix,ul0,-0.0175001156,-0.0020049582,0.0011504835,-13.1227677742,3.1599882741,2.0611070805,0.0125162616,0.0000266,0.0020604216,24.8047167637,-3.2278972485,-5.2229766131
matrix,ul0,-0.0043333727,0.0016100888,-0.0026552393,4.4297126319,-6.5808396409,0.574302754,-0.0025112186,-0.0014466283,0.0048370783,-3.2278972485,13.5867321688,-2.9224730998
matrix,ul0,-0.0218830705,0.0051240337,-0.0035657206,-1.9732429871,0.8602373653,-8.0490646657,0.0055840287,-0.0002291139,0.0027713202,-5.2229766131,-2.9224730998,20.1807052176
matrix,u1,0.0003875058,-0.00000594,-0.0000302,-0.0105505495,0.0030904415,0.0050729361,-0.0002074781,0.00000408,0.0000121,0.0027738857,-0.0048726145,-0.0058729839
matrix,u1,-0.00000594,0.0000198,-0.00000602,0.002641003,0.0004791633,-0.0036243641,0.00000453,-0.0000128,0.00000201,-0.0010634341,-0.0016315792,0.001803485
matrix,u1,-0.0000302,-0.00000602,0.000047,0.0015461326,0.0052640021,-0.0022144581,0.00000858,0.000000538,-0.0000334,-0.0002871011,-0.004638423,0.001961661
matrix,u1,-0.0105505495,0.002641003,0.0015461326,18.819483846,-1.3105525321,-4.1542951135,0.0026905282,-0.0018225581,-0.000205172,-7.2060991449,1.1499716905,0.5588253404
matrix,u1,0.0030904415,0.0004791633,0.0052640021,-1.3105525321,14.8853383179,-0.0327502872,-0.0066003532,0.0014479364,-0.0062473974,-0.2084494911,-6.1251518515,0.6963759979
matrix,u1,0.0050729361,-0.0036243641,-0.0022144581,-4.1542951135,-0.0327502872,18.220512106,-0.0087570913,0.0025461247,0.0007849045,1.8318421375,0.2815872621,-7.2634894459
matrix,u1,-0.0002074781,0.00000453,0.00000858,0.0026905282,-0.0066003532,-0.0087570913,0.0003010021,-0.00000143,-0.0000168,-0.0036632467,0.0086296711,0.0053364862
matrix,u1,0.00000408,-0.0000128,0.000000538,-0.0018225581,0.0014479364,0.0025461247,-0.00000143,0.0000169,-0.00000433,0.0024058611,-0.0011605311,-0.0009722961
matrix,u1,0.0000121,0.00000201,-0.0000334,-0.000205172,-0.0062473974,0.0007849045,-0.0000168,-0.00000433,0.000041,-0.0004414753,0.0063499836,-0.004390058
matrix,u1,0.0027738857,-0.0010634341,-0.0002871011,-7.2060991449,-0.2084494911,1.8318421375,-0.0036632467,0.0024058611,-0.0004414753,16.7943904617,-3.2046305454,-3.6302939731
matrix,u1,-0.0048726145,-0.0016315792,-0.004638423,1.1499716905,-6.1251518515,0.2815872621,0.0086296711,-0.0011605311,0.0063499836,-3.2046305454,15.0520780441,-1.3650922141
matrix,u1,-0.0058729839,0.001803485,0.001961661,0.5588253404,0.6963759979,-7.2634894459,0.0053364862,-0.0009722961,-0.004390058,-3.6302939731,-1.3650922141,18.2371272263
matrix,ul1,0.0008563063,-0.0000681,-0.000014,-0.0108402626,0.0024028888,0.001952107,-0.0005414016,0.0000688,-0.0000174,-0.0175001156,-0.0043333727,-0.0218830705
matrix,ul1,-0.0000681,0.0000527,0.00000212,0.0016809428,-0.0054590508,0.0015864466,0.0000388,-0.0000331,0.00000395,-0.0020049582,0.0016100888,0.0051240337
matrix,ul1,-0.000014,0.00000212,0.0000293,-0.0015119444,0.0057899037,-0.0001042182,-0.0000147,-0.000000924,-0.0000211,0.0011504835,-0.0026552393,-0.0035657206
matrix,ul1,-0.0108402626,0.0016809428,-0.0015119444,29.2726134978,-5.7862044735,-1.6544073276,0.0050022863,-0.0059280732,0.0017008198,-13.1227677742,4.4297126319,-1.9732429871
matrix,ul1,0.0024028888,-0.0054590508,0.0057899037,-5.7862044735,18.8738644375,-2.4847756276,-0.0079334367,-0.0041527015,-0.0029547062,3.1599882741,-6.5808396409,0.8602373653
matrix,ul1,0.001952107,0.0015864466,-0.0001042182,-1.6544073276,-2.4847756276,16.0905704247,-0.0058155339,-0.0014302939,-0.0017392759,2.0611070805,0.574302754,-8.0490646657
matrix,ul1,-0.0005414016,0.0000388,-0.0000147,0.0050022863,-0.0079334367,-0.0058155339,0.0007040635,-0.0001059865,0.00000169,0.0125162616,-0.0025112186,0.0055840287
matrix,ul1,0.0000688,-0.0000331,-0.000000924,-0.0059280732,-0.0041527015,-0.0014302939,-0.0001059865,0.0000774,-0.00000312,0.0000266,-0.0014466283,-0.0002291139
matrix,ul1,-0.0000174,0.00000395,-0.0000211,0.0017008198,-0.0029547062,-0.0017392759,0.00000169,-0.00000312,0.000028,0.0020604216,0.0048370783,0.0027713202
matrix,ul1,-0.0175001156,-0.0020049582,0.0011504835,-13.1227677742,3.1599882741,2.0611070805,0.0125162616,0.0000266,0.0020604216,24.8047167637,-3.2278972485,-5.2229766131
matrix,ul1,-0.0043333727,0.0016100888,-0.0026552393,4.4297126319,-6.5808396409,0.574302754,-0.0025112186,-0.0014466283,0.0048370783,-3.2278972485,13.5867321688,-2.9224730998
matrix,ul1,-0.0218830705,0.0051240337,-0.0035657206,-1.9732429871,0.8602373653,-8.0490646657,0.0055840287,-0.0002291139,0.0027713202,-5.2229766131,-2.9224730998,20.1807052176
matrix,w,0.0000853,-0.0000105,-0.00000612,-0.006920202,0.0044437642,0.000180681,-0.000038,0.00000121,0.00000301,0.0022233944,-0.0018685675,0.0001193089
matrix,w,-0.0000105,0.0000192,-0.0000102,-0.0020585789,-0.0082293976,-0.0031133524,0.0000112,-0.0000029,0.00000442,-0.0014965462,-0.0015225435,0.0007916063
matrix,w,-0.00000612,-0.0000102,0.0000202,0.002387867,0.0037029862,0.0006737674,-0.000000683,0.000000221,-0.0000104,0.0000753,0.0001574821,-0.0012436617
matrix,w,-0.006920202,-0.0020585789,0.002387867,16.2057135133,-0.4714192423,-1.7843341811,0.0000754,-0.0025098184,0.0001844408,-3.1617614084,1.3109774078,0.2422505967
matrix,w,0.0044437642,-0.0082293976,0.0037029862,-0.4714192423,15.8878403458,-2.4329530021,-0.0003529576,0.0029546068,-0.0025752865,0.2509091557,0.0219033446,0.3342797291
matrix,w,0.000180681,-0.0031133524,0.0006737674,-1.7843341811,-2.4329530021,21.795777273,-0.0054000134,0.0008771392,-0.0024578382,1.8168125775,1.3296537851,-4.5538266433
matrix,w,-0.000038,0.0000112,-0.000000683,0.0000754,-0.0003529576,-0.0054000134,0.000166207,-0.0000191,-0.0000101,-0.0063000499,0.0090559978,-0.0043137895
matrix,w,0.00000121,-0.0000029,0.000000221,-0.0025098184,0.0029546068,0.0008771392,-0.0000191,0.0000336,-0.0000034,0.004837484,-0.0059726576,0.0017376658
matrix,w,0.00000301,0.00000442,-0.0000104,0.0001844408,-0.0025752865,-0.0024578382,-0.0000101,-0.0000034,0.0000156,0.0007764981,0.0019648318,0.0000951
matrix,w,0.0022233944,-0.0014965462,0.0000753,-3.1617614084,0.2509091557,1.8168125775,-0.0063000499,0.004837484,0.0007764981,16.8627799482,-3.2125936038,-3.6231182194
matrix,w,-0.0018685675,-0.0015225435,0.0001574821,1.3109774078,0.0219033446,1.3296537851,0.0090559978,-0.0059726576,0.0019648318,-3.2125936038,14.1100379469,-3.1405732787
matrix,w,0.0001193089,0.0007916063,-0.0012436617,0.2422505967,0.3342797291,-4.5538266433,-0.0043137895,0.0017376658,0.0000951,-3.6231182194,-3.1405732787,13.089821123
matrix,j,0.0000733,-0.00000808,0.000000387,-0.0172890969,0.001929441,0.004271897,-0.0000305,0.00000185,0.000000313,0.0023347088,-0.0041485209,-0.0025167091
matrix,j,-0.00000808,0.0000165,-0.00000875,0.0031608769,0.004409505,-0.0018743655,0.00000166,-0.00000697,0.00000321,0.0001747979,0.0012884485,0.0023457746
matrix,j,0.000000387,-0.00000875,0.000019,-0.0018240736,0.001285008,-0.0013944249,-0.0000045,0.00000142,-0.00000994,0.0013786116,-0.0022624163,-0.001041249
matrix,j,-0.0172890969,0.0031608769,-0.0018240736,15.2709077481,-3.5251348397,-2.4412908642,0.0066072433,-0.0006271709,0.0015419268,-4.736083827,1.7223161545,0.3905363606
matrix,j,0.001929441,0.004409505,0.001285008,-3.5251348397,14.0212869187,1.4302471466,-0.0048697687,-0.0034593618,-0.0023652702,1.3136305242,-5.1854458556,0.1683373972
matrix,j,0.004271897,-0.0018743655,-0.0013944249,-2.4412908642,1.4302471466,14.491269029,-0.0030841709,0.0014398832,-0.0012710524,0.4657779008,-1.4077816088,-3.5900311949
matrix,j,-0.0000305,0.00000166,-0.0000045,0.0066072433,-0.0048697687,-0.0030841709,0.0001419048,-0.00000712,0.000000827,-0.0158327168,-0.001345576,0.0046751149
matrix,j,0.00000185,-0.00000697,0.00000142,-0.0006271709,-0.0034593618,0.0014398832,-0.00000712,0.0000199,-0.00000802,0.0027554475,0.0028146115,-0.0040926542
matrix,j,0.000000313,0.00000321,-0.00000994,0.0015419268,-0.0023652702,-0.0012710524,0.000000827,-0.00000802,0.0000187,-0.0030394524,0.0007998758,-0.0011677684
matrix,j,0.0023347088,0.0001747979,0.0013786116,-4.736083827,1.3136305242,0.4657779008,-0.0158327168,0.0027554475,-0.0030394524,18.395996843,-2.1149966651,-2.7690018024
matrix,j,-0.0041485209,0.0012884485,-0.0022624163,1.7223161545,-5.1854458556,-1.4077816088,-0.001345576,0.0028146115,0.0007998758,-2.1149966651,10.833468799,3.4986741025
matrix,j,-0.0025167091,0.0023457746,-0.001041249,0.3905363606,0.1683373972,-3.5900311949,0.0046751149,-0.0040926542,-0.0011677684,-2.7690018024,3.4986741025,16.9210547523
matrix,cerd_a,0.000117605318004,-7.63346418534116E-06,-4.72082637982282E-06,-0.006876217423532,0.001451114761032,0.000416317934825,-7.3602921490494E-05,2.14892950286453E-06,2.36419225772386E-06,0.000123523404506,0.001559284848372,0.000226379498273
matrix,cerd_a,-7.63346418534122E-06,5.14795275773432E-05,-9.83671689870175E-06,0.003394849919465,-0.001053839544924,-0.002280486600774,2.37669996730674E-07,-3.56196589290836E-05,7.42600542741026E-06,-0.001771361188805,0.001367839610639,0.002872017898097
matrix,cerd_a,-4.72082637982279E-06,-9.83671689870175E-06,2.64608080541049E-05,-0.001241567023912,0.002484417806389,0.000350199965502,5.31609642431704E-06,6.38137558020839E-06,-2.25755866893426E-05,0.001297063586993,-0.002738530366966,-0.001193828952742
matrix,cerd_a,-0.006876217423533,0.003394849919465,-0.001241567023912,13.6494999035081,-2.82431752551966,-1.36802518898456,0.001064441316141,-0.003161743969086,0.001027392758099,-6.94848185424364,1.37774740839992,0.656539768585861
matrix,cerd_a,0.001451114761032,-0.001053839544924,0.002484417806389,-2.82431752551966,13.6466437423384,-0.850587995530648,0.00229005388595,0.0001815606829,-0.0020527552016,1.25469602474037,-6.85914791027588,1.07777740227651
matrix,cerd_a,0.000416317934825,-0.002280486600774,0.000350199965502,-1.36802518898456,-0.850587995530641,12.3899161239618,0.000515220195287,0.001734019170896,-0.000698774877698,0.634414393131388,0.881195146015884,-6.70737277366423
matrix,cerd_a,-7.36029214904941E-05,2.37669996730638E-07,5.31609642431712E-06,0.001064441316141,0.00229005388595,0.000515220195287,0.000103406099316,-7.46255553906749E-06,-3.99836921314328E-06,-0.001212887856162,-0.00163048814878,0.000682674616335
matrix,cerd_a,2.14892950286454E-06,-3.56196589290836E-05,6.38137558020837E-06,-0.003161743969086,0.0001815606829,0.001734019170896,-7.46255553906753E-06,5.10202465700184E-05,-1.22182112351266E-05,0.002989289392107,-0.000984460027314,-0.002510387271179
matrix,cerd_a,2.36419225772383E-06,7.42600542741029E-06,-2.25755866893426E-05,0.001027392758099,-0.0020527552016,-0.000698774877698,-3.99836921314319E-06,-1.22182112351267E-05,2.96631048007925E-05,-0.002635742911822,0.0035885311797,0.000735051036408
matrix,cerd_a,0.000123523404506,-0.001771361188805,0.001297063586993,-6.94848185424364,1.25469602474036,0.634414393131385,-0.001212887856162,0.002989289392107,-0.002635742911822,13.1237320997385,-3.26443870902738,-1.80586002953094
matrix,cerd_a,0.001559284848372,0.001367839610639,-0.002738530366966,1.37774740839992,-6.85914791027587,0.881195146015868,-0.00163048814878,-0.000984460027314,0.0035885311797,-3.26443870902738,14.0122690872235,-1.41359633530243
