type,phone,F1_25,F2_25,F3_25,B1_25,B2_25,B3_25,F1_75,F2_75,F3_75,B1_75,B2_75,B3_75
means,u˞ː,388.457142857143,1038.34285714286,1968.6,1.81833753080651,2.27512863835926,2.64390995790307,396.542857142857,1055.6,2152.77142857143,1.89978898424601,2.25191338319715,2.68133395804172
matrix,a,0.000707553164327553,1.76216710125153E-05,-2.80580550655794E-05,-0.0133138897201091,-0.0044782607746265,-0.010699583779804,-0.000254305688507518,5.20457829859858E-06,1.78653600342893E-05,0.000801990976617371,0.00252445303559562,0.00841425580683321
matrix,a,1.76216710125153E-05,7.33395998705618E-05,-3.16118165351728E-06,0.0040009783772512,0.00462816653645489,-0.00634268343957574,8.18957368425739E-06,-4.98937128747273E-05,8.66433846038116E-06,-0.0100111391360737,-0.00434919042736049,0.00234048623057278
matrix,a,-2.80580550655794E-05,-3.16118165351729E-06,3.39789749687068E-05,-0.00687388660802941,0.0022344452754166,-0.00153564950262148,1.99967468969278E-05,-3.41019732124783E-06,-1.78756512825347E-05,0.0025356547626978,0.000784905853430897,0.00241457643147572
matrix,a,-0.0133138897201091,0.00400097837725117,-0.00687388660802942,27.655896730714,-2.39078372371078,-2.24429943674348,0.0151960812895946,-0.00647281226828985,0.00490497206790572,-8.29639835222108,3.57966337376793,0.425667810357051
matrix,a,-0.00447826077462649,0.0046281665364549,0.00223444527541664,-2.39078372371079,16.5442357218191,0.805940655546464,0.00107532164073505,-0.00355452518313494,-0.00355390935101133,2.54068391156441,-7.54137238378191,1.51855848598914
matrix,a,-0.010699583779804,-0.00634268343957575,-0.00153564950262148,-2.24429943674348,0.805940655546472,15.4574958275077,0.00206053506645485,0.0105076040940031,0.00255666672447008,1.05145586304887,-0.710531296630539,-4.2192556238276
matrix,a,-0.000254305688507518,8.18957368425738E-06,1.99967468969278E-05,0.0151960812895946,0.00107532164073501,0.00206053506645488,0.000656154546414049,-1.63193820570365E-05,-2.36317699064854E-05,0.00689583530609135,-0.018123321682969,0.0082223619739721
matrix,a,5.20457829859855E-06,-4.98937128747273E-05,-3.41019732124785E-06,-0.00647281226828978,-0.00355452518313491,0.0105076040940031,-1.63193820570365E-05,8.34967548032929E-05,-3.06044291269013E-06,0.000483302550514842,0.00819103705825519,-0.00369930905515513
matrix,a,1.78653600342893E-05,8.66433846038114E-06,-1.78756512825347E-05,0.00490497206790576,-0.00355390935101129,0.00255666672447008,-2.36317699064855E-05,-3.06044291269011E-06,3.91556254597375E-05,-0.00757053513192632,0.000320359330327647,-0.00303390280692529
matrix,a,0.000801990976617389,-0.0100111391360737,0.00253565476269781,-8.29639835222111,2.54068391156439,1.05145586304886,0.00689583530609134,0.000483302550514856,-0.00757053513192632,20.4416105259113,-4.11714680066141,1.18961372228179
matrix,a,0.00252445303559564,-0.00434919042736051,0.000784905853430872,3.57966337376794,-7.5413723837819,-0.710531296630538,-0.0181233216829689,0.00819103705825517,0.00032035933032764,-4.11714680066141,16.7873930048766,1.07516654481626
matrix,a,0.00841425580683321,0.00234048623057278,0.00241457643147573,0.425667810357042,1.51855848598914,-4.2192556238276,0.00822236197397212,-0.00369930905515513,-0.0030339028069253,1.18961372228179,1.07516654481625,13.342938666475
matrix,a˞,0.000591665289098287,7.87998797771532E-05,6.36720499050415E-05,0.0854479738106965,0.0725565799154934,-0.00647162035857219,9.86232137145418E-05,-2.52368055943176E-05,-8.69149385843478E-05,0.00711830225654336,-0.032654147501398,-0.0640624302709139
matrix,a˞,7.8799879777153E-05,0.000126311126410606,-4.50257901016851E-05,0.00850075892642505,0.0183810615180319,-0.0169816359048656,0.000114939250809538,-3.94277477537937E-05,2.14025670938989E-05,-0.0211733179835955,0.00262250202158628,0.00382223177891863
matrix,a˞,6.36720499050414E-05,-4.50257901016851E-05,0.0001419743001791,0.0306094231692117,0.0312331062193446,-0.00644559564217949,-1.38994669725162E-05,3.59307084069198E-06,-0.0001269693517891,0.0300248319134029,-0.0359353351145245,-0.0138508739406436
matrix,a˞,0.0854479738106966,0.00850075892642509,0.0306094231692117,56.5481398306354,29.1061360649329,-6.4926640150961,0.0316078595230131,-0.0198405252342034,-0.0337693412488511,-7.06409144401824,-8.60446570375501,-12.2646996705016
matrix,a˞,0.0725565799154934,0.0183810615180318,0.0312331062193446,29.1061360649329,35.4871323380681,-12.5232296504146,0.0659362203325129,-0.0111087003387915,-0.0442211724088622,0.0368340652896238,-17.7362070323787,-10.0690686872105
matrix,a˞,-0.00647162035857212,-0.0169816359048655,-0.00644559564217954,-6.49266401509608,-12.5232296504146,25.0233237939083,-0.0120533368489997,0.0163656360963419,0.017552194152901,-2.65432449429301,4.30170164344048,-10.3694880942683
matrix,a˞,9.86232137145416E-05,0.000114939250809537,-1.38994669725162E-05,0.0316078595230131,0.0659362203325128,-0.0120533368489994,0.000758647837266783,-3.09836689158558E-05,-9.14096906672695E-05,-0.0478897264360478,0.000316169115691034,-0.0238871064018362
matrix,a˞,-2.52368055943174E-05,-3.94277477537936E-05,3.59307084069203E-06,-0.0198405252342033,-0.0111087003387915,0.0163656360963418,-3.09836689158558E-05,7.74799374144017E-05,-3.21309946126135E-06,-0.00214192272030602,0.0176797373815651,-0.0203628198705689
matrix,a˞,-8.69149385843475E-05,2.14025670938991E-05,-0.000126969351789099,-0.0337693412488509,-0.0442211724088621,0.0175521941529009,-9.14096906672694E-05,-3.21309946126133E-06,0.00017475075690677,-0.0234876661912231,0.0301108348679274,0.00645145474225798
matrix,a˞,0.0071183022565434,-0.0211733179835955,0.0300248319134029,-7.06409144401823,0.0368340652896323,-2.654324494293,-0.0478897264360478,-0.00214192272030601,-0.0234876661912231,27.3480490206551,-9.78688345742503,-1.0070094834879
matrix,a˞,-0.032654147501398,0.0026225020215863,-0.0359353351145245,-8.60446570375502,-17.7362070323787,4.30170164344046,0.000316169115690977,0.0176797373815651,0.0301108348679274,-9.78688345742503,37.0968754215689,-1.93895244672447
matrix,a˞,-0.0640624302709139,0.00382223177891857,-0.0138508739406437,-12.2646996705016,-10.0690686872105,-10.3694880942683,-0.0238871064018362,-0.0203628198705689,0.00645145474225803,-1.00700948348788,-1.93895244672448,30.2635432834694
matrix,ã˞,0.00124071778027935,9.75831714067547E-05,-0.000127011056105752,0.0343055828881799,0.122254496803418,0.0784167126015742,-0.000817312635388974,-9.59034803847516E-05,7.02869532055275E-05,-0.0881478838371588,0.0328346282757883,0.0231665399695217
matrix,ã˞,9.75831714067546E-05,0.000192573194488921,-8.78827508906874E-06,0.0445184205205139,0.0349808779534609,-0.0155764005088503,0.000100090617722376,-1.66561535774173E-05,3.5082104569122E-09,-0.0308306303109212,-0.0219019151710301,-0.00307574115647065
matrix,ã˞,-0.000127011056105752,-8.78827508906873E-06,0.000206977115101086,0.0921818142734892,-0.0375875965676658,-0.0405002883022007,0.00011190617002783,-1.30284416889641E-06,-5.35047995645995E-05,-0.0676390952949964,-0.0373352430035275,0.0200411572355505
matrix,ã˞,0.0343055828881798,0.0445184205205139,0.0921818142734893,107.913690272241,-5.43266350642996,-31.1301828155977,0.0592662748532729,-0.0292210468465253,-0.0130220819765315,-59.7162891642781,-42.0518618265391,31.8899201840966
matrix,ã˞,0.122254496803418,0.0349808779534609,-0.0375875965676658,-5.43266350642994,40.2221712004805,1.2773050793607,-0.0969751608116889,0.00500376975361333,0.00926248081493579,-3.31889779814915,15.1005451161849,-12.111369603253
matrix,ã˞,0.0784167126015742,-0.0155764005088503,-0.0405002883022007,-31.1301828155977,1.27730507936069,35.3716551491813,-0.0522282175337971,-0.00552074977051947,0.00841350347445485,18.1652857785256,21.6222059937502,-10.3710231831921
matrix,ã˞,-0.000817312635388974,0.000100090617722376,0.00011190617002783,0.0592662748532729,-0.096975160811689,-0.0522282175337972,0.000973294386024457,6.16643567175209E-05,-5.96540664726219E-05,0.00288934688469679,-0.0997409860457942,0.00254068183404563
matrix,ã˞,-9.59034803847514E-05,-1.66561535774172E-05,-1.30284416889642E-06,-0.0292210468465252,0.00500376975361344,-0.00552074977051954,6.16643567175207E-05,9.86645706003728E-05,-2.14537870472599E-05,-0.0133180582294607,0.0020837455674958,-0.0234661849363043
matrix,ã˞,7.02869532055274E-05,3.50821045685638E-09,-5.35047995645995E-05,-0.0130220819765315,0.00926248081493573,0.00841350347445487,-5.96540664726217E-05,-2.14537870472599E-05,3.45655693506417E-05,-0.000581534917166447,0.00875171758058532,0.00630676733303661
matrix,ã˞,-0.0881478838371588,-0.0308306303109212,-0.0676390952949964,-59.7162891642782,-3.31889779814915,18.1652857785256,0.00288934688469679,-0.0133180582294607,-0.000581534917166454,126.731221878929,38.70272691591,-35.6794409396822
matrix,ã˞,0.0328346282757882,-0.02190191517103,-0.0373352430035275,-42.0518618265391,15.1005451161849,21.6222059937502,-0.0997409860457941,0.00208374556749578,0.00875171758058532,38.70272691591,61.4767727760971,-30.7311406758675
matrix,ã˞,0.0231665399695216,-0.00307574115647072,0.0200411572355505,31.8899201840966,-12.111369603253,-10.371023183192,0.0025406818340457,-0.0234661849363043,0.0063067673330366,-35.6794409396822,-30.7311406758675,36.1001607531365
matrix,ã,0.000707553164327553,1.76216710125153E-05,-2.80580550655794E-05,-0.0133138897201091,-0.0044782607746265,-0.010699583779804,-0.000254305688507518,5.20457829859858E-06,1.78653600342893E-05,0.000801990976617371,0.00252445303559562,0.00841425580683321
matrix,ã,1.76216710125153E-05,7.33395998705618E-05,-3.16118165351728E-06,0.0040009783772512,0.00462816653645489,-0.00634268343957574,8.18957368425739E-06,-4.98937128747273E-05,8.66433846038116E-06,-0.0100111391360737,-0.00434919042736049,0.00234048623057278
matrix,ã,-2.80580550655794E-05,-3.16118165351729E-06,3.39789749687068E-05,-0.00687388660802941,0.0022344452754166,-0.00153564950262148,1.99967468969278E-05,-3.41019732124783E-06,-1.78756512825347E-05,0.0025356547626978,0.000784905853430897,0.00241457643147572
matrix,ã,-0.0133138897201091,0.00400097837725117,-0.00687388660802942,27.655896730714,-2.39078372371078,-2.24429943674348,0.0151960812895946,-0.00647281226828985,0.00490497206790572,-8.29639835222108,3.57966337376793,0.425667810357051
matrix,ã,-0.00447826077462649,0.0046281665364549,0.00223444527541664,-2.39078372371079,16.5442357218191,0.805940655546464,0.00107532164073505,-0.00355452518313494,-0.00355390935101133,2.54068391156441,-7.54137238378191,1.51855848598914
matrix,ã,-0.010699583779804,-0.00634268343957575,-0.00153564950262148,-2.24429943674348,0.805940655546472,15.4574958275077,0.00206053506645485,0.0105076040940031,0.00255666672447008,1.05145586304887,-0.710531296630539,-4.2192556238276
matrix,ã,-0.000254305688507518,8.18957368425738E-06,1.99967468969278E-05,0.0151960812895946,0.00107532164073501,0.00206053506645488,0.000656154546414049,-1.63193820570365E-05,-2.36317699064854E-05,0.00689583530609135,-0.018123321682969,0.0082223619739721
matrix,ã,5.20457829859855E-06,-4.98937128747273E-05,-3.41019732124785E-06,-0.00647281226828978,-0.00355452518313491,0.0105076040940031,-1.63193820570365E-05,8.34967548032929E-05,-3.06044291269013E-06,0.000483302550514842,0.00819103705825519,-0.00369930905515513
matrix,ã,1.78653600342893E-05,8.66433846038114E-06,-1.78756512825347E-05,0.00490497206790576,-0.00355390935101129,0.00255666672447008,-2.36317699064855E-05,-3.06044291269011E-06,3.91556254597375E-05,-0.00757053513192632,0.000320359330327647,-0.00303390280692529
matrix,ã,0.000801990976617389,-0.0100111391360737,0.00253565476269781,-8.29639835222111,2.54068391156439,1.05145586304886,0.00689583530609134,0.000483302550514856,-0.00757053513192632,20.4416105259113,-4.11714680066141,1.18961372228179
matrix,ã,0.00252445303559564,-0.00434919042736051,0.000784905853430872,3.57966337376794,-7.5413723837819,-0.710531296630538,-0.0181233216829689,0.00819103705825517,0.00032035933032764,-4.11714680066141,16.7873930048766,1.07516654481626
matrix,ã,0.00841425580683321,0.00234048623057278,0.00241457643147573,0.425667810357042,1.51855848598914,-4.2192556238276,0.00822236197397212,-0.00369930905515513,-0.0030339028069253,1.18961372228179,1.07516654481625,13.342938666475
matrix,ãː,0.000707553164327553,1.76216710125153E-05,-2.80580550655794E-05,-0.0133138897201091,-0.0044782607746265,-0.010699583779804,-0.000254305688507518,5.20457829859858E-06,1.78653600342893E-05,0.000801990976617371,0.00252445303559562,0.00841425580683321
matrix,ãː,1.76216710125153E-05,7.33395998705618E-05,-3.16118165351728E-06,0.0040009783772512,0.00462816653645489,-0.00634268343957574,8.18957368425739E-06,-4.98937128747273E-05,8.66433846038116E-06,-0.0100111391360737,-0.00434919042736049,0.00234048623057278
matrix,ãː,-2.80580550655794E-05,-3.16118165351729E-06,3.39789749687068E-05,-0.00687388660802941,0.0022344452754166,-0.00153564950262148,1.99967468969278E-05,-3.41019732124783E-06,-1.78756512825347E-05,0.0025356547626978,0.000784905853430897,0.00241457643147572
matrix,ãː,-0.0133138897201091,0.00400097837725117,-0.00687388660802942,27.655896730714,-2.39078372371078,-2.24429943674348,0.0151960812895946,-0.00647281226828985,0.00490497206790572,-8.29639835222108,3.57966337376793,0.425667810357051
matrix,ãː,-0.00447826077462649,0.0046281665364549,0.00223444527541664,-2.39078372371079,16.5442357218191,0.805940655546464,0.00107532164073505,-0.00355452518313494,-0.00355390935101133,2.54068391156441,-7.54137238378191,1.51855848598914
matrix,ãː,-0.010699583779804,-0.00634268343957575,-0.00153564950262148,-2.24429943674348,0.805940655546472,15.4574958275077,0.00206053506645485,0.0105076040940031,0.00255666672447008,1.05145586304887,-0.710531296630539,-4.2192556238276
matrix,ãː,-0.000254305688507518,8.18957368425738E-06,1.99967468969278E-05,0.0151960812895946,0.00107532164073501,0.00206053506645488,0.000656154546414049,-1.63193820570365E-05,-2.36317699064854E-05,0.00689583530609135,-0.018123321682969,0.0082223619739721
matrix,ãː,5.20457829859855E-06,-4.98937128747273E-05,-3.41019732124785E-06,-0.00647281226828978,-0.00355452518313491,0.0105076040940031,-1.63193820570365E-05,8.34967548032929E-05,-3.06044291269013E-06,0.000483302550514842,0.00819103705825519,-0.00369930905515513
matrix,ãː,1.78653600342893E-05,8.66433846038114E-06,-1.78756512825347E-05,0.00490497206790576,-0.00355390935101129,0.00255666672447008,-2.36317699064855E-05,-3.06044291269011E-06,3.91556254597375E-05,-0.00757053513192632,0.000320359330327647,-0.00303390280692529
matrix,ãː,0.000801990976617389,-0.0100111391360737,0.00253565476269781,-8.29639835222111,2.54068391156439,1.05145586304886,0.00689583530609134,0.000483302550514856,-0.00757053513192632,20.4416105259113,-4.11714680066141,1.18961372228179
matrix,ãː,0.00252445303559564,-0.00434919042736051,0.000784905853430872,3.57966337376794,-7.5413723837819,-0.710531296630538,-0.0181233216829689,0.00819103705825517,0.00032035933032764,-4.11714680066141,16.7873930048766,1.07516654481626
matrix,ãː,0.00841425580683321,0.00234048623057278,0.00241457643147573,0.425667810357042,1.51855848598914,-4.2192556238276,0.00822236197397212,-0.00369930905515513,-0.0030339028069253,1.18961372228179,1.07516654481625,13.342938666475
matrix,e,0.0013997997260264,0.000382425349658678,-5.70278711650606E-05,0.0365985338062727,-0.0888007553023584,-0.0149461802036664,-0.000550528147353764,-0.000191537488530938,2.79284560175199E-05,0.0534289798439814,0.0169759561885872,-0.0451399850839799
matrix,e,0.00038242534965868,0.000360011330182841,-2.82727346175813E-05,-0.00549158035802181,-0.0440357960626068,0.00986116486598346,-0.000302715049795204,-0.000312431442744621,-1.97724873937269E-05,0.0586721056883517,0.0200394585751744,-0.0258959344536728
matrix,e,-5.70278711650632E-05,-2.82727346175818E-05,4.00135737038398E-05,-0.00476717182675814,0.00846343480215187,-0.0103850751320624,-5.91649449236675E-05,7.75109658987432E-06,-2.71991749452123E-05,-0.0103885019013822,-0.0172966493115275,0.0087991007290875
matrix,e,0.0365985338062718,-0.00549158035802147,-0.00476717182675743,21.0783817404208,2.31700480240298,-3.52855051687068,0.0105950343858995,0.0229085325273972,0.00249007552700607,-4.89676298206376,3.22739079748928,-1.5346461967595
matrix,e,-0.0888007553023593,-0.0440357960626061,0.0084634348021514,2.31700480240283,34.8495489647696,1.35262537707231,0.104686007886886,0.0369814557120066,-0.00424686479202374,-13.123933633601,-11.9785863978713,7.88847762008946
matrix,e,-0.0149461802036669,0.00986116486598364,-0.0103850751320625,-3.52855051687066,1.35262537707229,26.8383631194432,-0.00610602601440324,-0.00855769950405081,0.00640084724410862,-4.44170970747059,7.81840291385432,-4.30964383291348
matrix,e,-0.000550528147353764,-0.000302715049795202,-5.91649449236687E-05,0.0105950343858991,0.104686007886885,-0.00610602601440363,0.00145999738791508,0.000380094677845953,3.29096187718353E-05,-0.0356433015913087,-0.00131069317763866,-0.00252121101865736
matrix,e,-0.000191537488530943,-0.000312431442744622,7.75109658987519E-06,0.0229085325273967,0.0369814557120074,-0.00855769950405112,0.000380094677845955,0.00038614488660565,1.8617144146594E-05,-0.0825503540160897,-0.0389864444602065,0.0359073665472973
matrix,e,2.79284560175187E-05,-1.97724873937278E-05,-2.7199174945212E-05,0.00249007552700619,-0.00424686479202368,0.00640084724410867,3.29096187718355E-05,1.86171441465953E-05,3.82034918329409E-05,0.00123699746941395,0.0140855996318372,-0.00623897274878982
matrix,e,0.0534289798439826,0.0586721056883519,-0.0103885019013824,-4.89676298206337,-13.1239336336009,-4.44170970747034,-0.0356433015913089,-0.0825503540160894,0.00123699746941455,39.232166416154,19.0176002642335,-13.5628411775204
matrix,e,0.0169759561885877,0.0200394585751742,-0.0172966493115273,3.22739079748981,-11.9785863978709,7.81840291385453,-0.00131069317763819,-0.0389864444602055,0.0140855996318374,19.0176002642332,34.5892287521759,-13.8719525812444
matrix,e,-0.04513998508398,-0.0258959344536725,0.00879910072908726,-1.53464619675957,7.88847762008946,-4.30964383291345,-0.00252121101865733,0.0359073665472967,-0.00623897274878988,-13.5628411775202,-13.8719525812444,25.0008096021865
matrix,ẽ,0.00113941760630545,9.65783917100719E-05,-2.77991437449899E-06,-0.131194256015293,-0.12681805176985,0.0451912503581422,-0.000101607151298666,-5.05001664731425E-05,-4.4156805298747E-07,0.0141647316672336,0.0984352360672172,0.0333942895317736
matrix,ẽ,9.65783917100718E-05,8.74421675167772E-05,-1.77105924158173E-05,-0.0307182580632717,-0.00364666783789945,0.0309777490383971,-4.08743609217646E-06,-3.49358122956876E-05,4.48632428405775E-06,0.0186625164444385,-0.0102045817254845,-0.00306980275321422
matrix,ẽ,-2.77991437449924E-06,-1.77105924158174E-05,2.35996891595835E-05,-0.00370421323196581,0.000698141249023041,-0.0042610069201991,1.67109258872514E-05,4.76634271834133E-06,-2.16717616963572E-05,-0.000140398750022198,0.000736784068006236,0.00857309827074945
matrix,ẽ,-0.131194256015293,-0.0307182580632717,-0.00370421323196581,55.271616951148,14.9312553921105,-5.49828240039857,-0.00588245910485979,0.0100200719234798,0.0029942674348335,-17.9549615027033,-4.49819239941935,-18.1991441129113
matrix,ẽ,-0.126818051769851,-0.0036466678378996,0.000698141249022997,14.9312553921106,35.8005122773835,6.62094308936002,0.00819080066938965,-0.00390102193643087,-0.00915398603767512,8.82505863246426,-26.4110667255393,-12.7816028822068
matrix,ẽ,0.0451912503581423,0.0309777490383971,-0.00426100692019907,-5.49828240039851,6.62094308936006,60.4078487317216,0.00247392961093819,-0.00748031580439713,-0.0142419792290179,14.7294548826248,-0.613802831750516,-30.9721279054243
matrix,ẽ,-0.000101607151298666,-4.08743609217647E-06,1.67109258872514E-05,-0.0058824591048598,0.00819080066938982,0.00247392961093827,0.000157648320786288,-8.8764208323827E-06,-1.89699480500066E-05,0.00679496616290845,-0.0159197104287155,0.00949965911132708
matrix,ẽ,-5.05001664731418E-05,-3.49358122956874E-05,4.76634271834134E-06,0.0100200719234795,-0.00390102193643104,-0.00748031580439715,-8.87642083238268E-06,3.2422570236362E-05,-4.4591069441117E-06,-0.00937713969011635,0.00874199310450166,-0.00305944120955683
matrix,ẽ,-4.4156805298694E-07,4.48632428405789E-06,-2.16717616963572E-05,0.00299426743483335,-0.0091539860376752,-0.0142419792290179,-1.89699480500066E-05,-4.45910694411175E-06,3.81870858988855E-05,-0.00537307068603289,0.00650821981548883,0.00336431955452264
matrix,ẽ,0.0141647316672335,0.0186625164444384,-0.000140398750022186,-17.9549615027032,8.82505863246434,14.7294548826248,0.00679496616290838,-0.00937713969011635,-0.00537307068603297,25.1786449242016,-10.6008989141572,0.360419652784322
matrix,ẽ,0.0984352360672174,-0.0102045817254844,0.000736784068006266,-4.49819239941944,-26.4110667255394,-0.6138028317505,-0.0159197104287154,0.00874199310450155,0.00650821981548881,-10.6008989141572,28.1997735006669,3.44412237773332
matrix,ẽ,0.0333942895317736,-0.00306980275321425,0.00857309827074946,-18.1991441129113,-12.7816028822067,-30.9721279054243,0.0094996591113272,-0.00305944120955692,0.00336431955452257,0.36041965278438,3.44412237773325,41.8444586017231
matrix,e˞,0.00603093136741155,0.00415525512662607,5.26842638314465E-05,-0.904272630762407,0.000166937119878888,-0.744562004187025,0.000753630767862751,-0.000910268660490051,-0.000218809461606884,0.995899938616464,-0.305173610535159,-1.18978143774777
matrix,e˞,0.00415525512662612,0.00513209979025389,-0.000367278986447985,-0.546805116489487,0.201983761807639,-0.781542943019908,0.00207017922058652,-0.00174769265180537,-0.000581280962990107,0.719770366926346,0.0127238434928662,-1.14060477338377
matrix,e˞,5.26842638314535E-05,-0.000367278986447978,0.000715474108334329,-0.280356627362622,0.0870179068361327,-0.00627098766820481,-2.48174391389712E-05,0.000483133029184707,-0.000620123785733231,0.161300856701835,-0.0711671194181972,-0.155547231022242
matrix,e˞,-0.904272630762412,-0.546805116489484,-0.28035662736262,446.324159926305,-57.9165369938265,158.921443725885,-0.444305753251352,0.00427372045877235,0.265380360499849,-273.743649067075,104.534377610349,260.56236398093
matrix,e˞,0.000166937119889679,0.201983761807648,0.0870179068361322,-57.9165369938277,101.029140117123,-41.840436165838,0.245351231250059,0.104115393766522,-0.399970776993123,31.8120751545355,-0.62696610508014,-62.2747259806653
